Country Name,Country Code,Year,"Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Region,Income group
El Salvador,SLV,2014,45369998.9318848,349999.994039536,1509999.99046326,18110000.6103516,110680000.271648,Latin America & Caribbean,Lower middle income
El Salvador,SLV,2015,47470001.2207031,730000.019073486,5320000.17166138,16389999.3896484,98720000.6283819,Latin America & Caribbean,Lower middle income
El Salvador,SLV,2016,60430000.3051758,50000.0007450581,18979999.5422363,21090000.1525879,131880000.507459,Latin America & Caribbean,Lower middle income
El Salvador,SLV,2017,75669998.1689453,330000.013113022,13069999.6948242,17799999.2370605,154899997.552857,Latin America & Caribbean,Lower middle income
El Salvador,SLV,2018,130229995.727539,439999.997615814,300000.011920929,41099998.4741211,252299994.73691,Latin America & Caribbean,Lower middle income
El Salvador,SLV,2019,185539993.286133,1110000.01430511,8180000.30517578,32040000.9155273,299139995.574951,Latin America & Caribbean,Lower middle income
El Salvador,SLV,2020,,,,,,Latin America & Caribbean,Lower middle income
Equatorial Guinea,GNQ,2000,29999.9993294477,,19999.9995529652,2079999.92370605,20280000.185594,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2001,860000.014305115,,,2630000.11444092,15719999.9988079,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2002,79999.9982118607,,59999.9986588955,4079999.92370605,17730000.2425909,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2003,230000.004172325,,,1559999.94277954,19149999.9649822,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2004,29999.9993294477,,,3750000.0,26829999.5549024,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2005,189999.997615814,,,2529999.97138977,32299999.6691943,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2006,59999.9986588955,,,4059999.94277954,22999999.6591359,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2007,29999.9993294477,,,2069999.9332428,27849998.9882112,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2008,9999.99977648258,,19999.9995529652,5309999.94277954,23849999.9511987,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2009,170000.001788139,,39999.9991059303,3140000.10490417,28210000.5242974,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2010,129999.995231628,,50000.0007450581,289999.99165535,78940002.3669005,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2011,50000.0007450581,,79999.9982118607,170000.001788139,21800000.4906207,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2012,379999.995231628,,19999.9995529652,779999.971389771,14220000.4421175,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2013,230000.004172325,,29999.9993294477,230000.004172325,5950000.11101366,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2014,180000.007152557,,50000.0007450581,,5120000.00290573,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2015,189999.997615814,,9999.99977648258,,5010000.07800758,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2016,2039999.96185303,,70000.0002980232,79999.9982118607,6710000.08285046,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2017,2059999.94277954,,29999.9993294477,259999.990463257,6390000.04902482,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2018,1169999.95708466,,19999.9995529652,529999.971389771,6079999.96095896,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2019,340000.003576279,,9999.99977648258,449999.988079071,5220000.09194017,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GNQ,2020,,,,,,Sub-Saharan Africa,Upper middle income
Eritrea,ERI,2000,39490001.6784668,1129999.99523163,3640000.10490417,5809999.94277954,117770001.810044,Sub-Saharan Africa,Low income
Eritrea,ERI,2001,28930000.3051758,4869999.88555908,4719999.79019165,22989999.7711182,174360000.960529,Sub-Saharan Africa,Low income
Eritrea,ERI,2002,44939998.626709,1200000.04768372,3700000.04768372,14880000.1144409,135719999.244437,Sub-Saharan Africa,Low income
Eritrea,ERI,2003,91739997.8637695,4360000.1335144,5800000.19073486,24579999.9237061,210119997.549802,Sub-Saharan Africa,Low income
Eritrea,ERI,2004,95010002.1362305,5039999.96185303,4349999.90463257,11149999.6185303,188620000.869036,Sub-Saharan Africa,Low income
Eritrea,ERI,2005,141500000.0,3069999.9332428,4920000.07629395,29329999.9237061,255369999.468327,Sub-Saharan Africa,Low income
Eritrea,ERI,2006,6559999.94277954,5539999.96185303,4829999.92370605,14920000.0762939,78149999.1510063,Sub-Saharan Africa,Low income
Eritrea,ERI,2007,1610000.01430511,6400000.09536743,3900000.09536743,36119998.9318848,82999999.1618097,Sub-Saharan Africa,Low income
Eritrea,ERI,2008,3410000.08583069,5570000.17166138,1279999.97138977,17409999.8474121,69919998.8525361,Sub-Saharan Africa,Low income
Eritrea,ERI,2009,3619999.88555908,6449999.80926514,1429999.94754791,42869998.9318848,86289998.6170233,Sub-Saharan Africa,Low income
Eritrea,ERI,2010,949999.988079071,5510000.22888184,1139999.98569489,37049999.2370605,73269999.1036206,Sub-Saharan Africa,Low income
Eritrea,ERI,2011,79999.9982118607,8369999.88555908,800000.011920929,39830001.8310547,73340001.1919439,Sub-Saharan Africa,Low income
Eritrea,ERI,2012,170000.001788139,4010000.22888184,1610000.01430511,8739999.77111816,24110000.1353771,Sub-Saharan Africa,Low income
Eritrea,ERI,2013,189999.997615814,7289999.96185303,800000.011920929,12289999.961853,26399999.9407679,Sub-Saharan Africa,Low income
Eritrea,ERI,2014,150000.005960464,9680000.30517578,490000.009536743,11640000.3433228,26770000.7557869,Sub-Saharan Africa,Low income
Eritrea,ERI,2015,79999.9982118607,460000.00834465,600000.023841858,13630000.1144409,25120000.1947581,Sub-Saharan Africa,Low income
Eritrea,ERI,2016,140000.000596046,800000.011920929,920000.016689301,13810000.4196167,24020000.4409999,Sub-Saharan Africa,Low income
Eritrea,ERI,2017,129999.995231628,810000.002384186,2259999.99046326,5409999.84741211,22809999.4920194,Sub-Saharan Africa,Low income
Eritrea,ERI,2018,750000.0,3670000.07629395,4349999.90463257,9260000.22888184,25050000.1721084,Sub-Saharan Africa,Low income
Eritrea,ERI,2019,59999.9986588955,5610000.1335144,4320000.17166138,4260000.22888184,28120000.3027916,Sub-Saharan Africa,Low income
Eritrea,ERI,2020,,,,,,Sub-Saharan Africa,Low income
Estonia,EST,2000,1799999.95231628,340000.003576279,2930000.0667572,38750000.0,62500000.2328306,Europe & Central Asia,High income
Estonia,EST,2001,490000.009536743,90000.0035762787,2369999.88555908,41209999.0844727,66829998.8340587,Europe & Central Asia,High income
Estonia,EST,2002,-7719999.79019165,209999.993443489,2380000.11444092,35860000.6103516,52780000.6568432,Europe & Central Asia,High income
Estonia,EST,2003,639999.985694885,50000.0007450581,3730000.01907349,59750000.0,82689999.6567518,Europe & Central Asia,High income
Estonia,EST,2004,2859999.89509583,,4539999.96185303,108300003.051758,134800003.055483,Europe & Central Asia,High income
Estonia,EST,2005,,,,,,Europe & Central Asia,High income
Estonia,EST,2006,,,,,,Europe & Central Asia,High income
Estonia,EST,2007,,,,,,Europe & Central Asia,High income
Estonia,EST,2008,,,,,,Europe & Central Asia,High income
Estonia,EST,2009,,,,,,Europe & Central Asia,High income
Estonia,EST,2010,,,,,,Europe & Central Asia,High income
Estonia,EST,2011,,,,,,Europe & Central Asia,High income
Estonia,EST,2012,,,,,,Europe & Central Asia,High income
Estonia,EST,2013,,,,,,Europe & Central Asia,High income
Estonia,EST,2014,,,,,,Europe & Central Asia,High income
Estonia,EST,2015,,,,,,Europe & Central Asia,High income
Estonia,EST,2016,,,,,,Europe & Central Asia,High income
Estonia,EST,2017,,,,,,Europe & Central Asia,High income
Estonia,EST,2018,,,,,,Europe & Central Asia,High income
Estonia,EST,2019,,,,,,Europe & Central Asia,High income
Estonia,EST,2020,,,,,,Europe & Central Asia,High income
Eswatini,SWZ,2000,219999.998807907,-3700000.04768372,-870000.004768372,5880000.11444092,8659999.8306483,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2001,-140000.000596046,-3200000.04768372,-1320000.05245209,18870000.8392334,23020000.7371604,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2002,-180000.007152557,-1399999.97615814,-2130000.11444092,4190000.05722046,10809999.9316037,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2003,980000.019073486,1389999.98569489,-2059999.94277954,9000000.0,21799999.8256564,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2004,1230000.01907349,1429999.94754791,-3109999.89509583,9630000.11444092,16940000.4707277,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2005,1679999.94754791,-9329999.92370605,-1190000.05722046,1950000.04768372,22939999.8355657,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2006,1850000.02384186,239999.994635582,-3039999.96185303,10380000.1144409,22720000.0640005,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2007,3480000.01907349,2230000.01907349,-5920000.07629395,11569999.6948242,24039999.7774511,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2008,8680000.30517578,2490000.00953674,-980000.019073486,13680000.3051758,31490000.6558746,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2009,15569999.6948242,-3789999.96185303,-239999.994635582,15130000.1144409,33659999.8474121,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2010,23250000.0,19999.9995529652,-629999.995231628,21469999.3133545,52239999.4656444,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2011,45250000.0,29999.9993294477,709999.978542328,28469999.3133545,94379999.2110581,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2012,43610000.6103516,7659999.84741211,-529999.971389771,16090000.1525879,70770000.6738306,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2013,38110000.6103516,2009999.99046326,-540000.021457672,34240001.6784668,79680002.309382,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2014,43669998.1689453,1570000.05245209,-660000.026226044,21469999.3133545,72119997.529313,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2015,35709999.0844727,259999.990463257,-620000.004768372,33459999.0844727,72499998.2118607,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2016,56069999.6948242,9999.99977648258,-500000.0,30270000.4577637,89570000.1846999,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2017,69300003.0517578,389999.985694885,-159999.996423721,37139999.3896484,116930002.627894,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2018,59549999.2370605,370000.004768372,-270000.010728836,12220000.2670288,80299999.6710568,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2019,43630001.0681152,400000.005960464,-109999.999403954,1639999.98569489,52730001.3042986,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2020,,,,,,Sub-Saharan Africa,Lower middle income
Ethiopia,ETH,2000,129820007.324219,11350000.3814697,38630001.0681152,68989997.8637695,448970000.997186,Sub-Saharan Africa,Low income
Ethiopia,ETH,2001,94419998.1689453,27610000.6103516,25879999.1607666,100000000.0,467579999.089241,Sub-Saharan Africa,Low income
Ethiopia,ETH,2002,156429992.675781,43659999.8474121,40610000.6103516,116550003.051758,606609996.363521,Sub-Saharan Africa,Low income
Ethiopia,ETH,2003,567799987.792969,62919998.1689453,47610000.6103516,149139999.389648,1183519985.37779,Sub-Saharan Africa,Low income
Ethiopia,ETH,2004,402299987.792969,147130004.882813,126089996.337891,112650001.525879,1139459990.3319,Sub-Saharan Africa,Low income
Ethiopia,ETH,2005,608609985.351563,75480003.3569336,49849998.4741211,163470001.220703,1351029987.44883,Sub-Saharan Africa,Low income
Ethiopia,ETH,2006,315779998.779297,164610000.610352,56759998.3215332,194369995.117188,1221409988.12392,Sub-Saharan Africa,Low income
Ethiopia,ETH,2007,371730010.986328,291070007.324219,96480003.3569336,364760009.765625,1610330024.2275,Sub-Saharan Africa,Low income
Ethiopia,ETH,2008,811369995.117188,253679992.675781,98250000.0,447140014.648438,2292219998.70241,Sub-Saharan Africa,Low income
Ethiopia,ETH,2009,726039978.027344,342920013.427734,79819999.6948242,202470001.220703,2020739998.56971,Sub-Saharan Africa,Low income
Ethiopia,ETH,2010,802630004.882813,406950012.207031,96449996.9482422,237559997.558594,2094390012.95157,Sub-Saharan Africa,Low income
Ethiopia,ETH,2011,659280029.296875,552250000.0,101209999.084473,198779998.779297,2128510024.12848,Sub-Saharan Africa,Low income
Ethiopia,ETH,2012,693400024.414063,421049987.792969,116839996.337891,226360000.610352,2024970006.84776,Sub-Saharan Africa,Low income
Ethiopia,ETH,2013,678780029.296875,515059997.558594,85889999.3896484,120809997.558594,2034410015.85499,Sub-Saharan Africa,Low income
Ethiopia,ETH,2014,664840026.855469,529650024.414063,58340000.1525879,267850006.103516,2181890052.24966,Sub-Saharan Africa,Low income
Ethiopia,ETH,2015,746429992.675781,517619995.117188,49119998.9318848,155309997.558594,2009669987.56491,Sub-Saharan Africa,Low income
Ethiopia,ETH,2016,874890014.648438,451170013.427734,132330001.831055,333170013.427734,2382350040.54196,Sub-Saharan Africa,Low income
Ethiopia,ETH,2017,1026680053.71094,419950012.207031,137339996.337891,212869995.117188,2419460060.43628,Sub-Saharan Africa,Low income
Ethiopia,ETH,2018,821320007.324219,402079986.572266,175110000.610352,271000000.0,2332720001.72176,Sub-Saharan Africa,Low income
Ethiopia,ETH,2019,865979980.46875,382250000.0,141630004.882813,200910003.662109,2360659986.35069,Sub-Saharan Africa,Low income
Ethiopia,ETH,2020,,,,,,Sub-Saharan Africa,Low income
Fiji,FJI,2000,,,70000.0002980232,-2799999.95231628,26099999.7276813,East Asia & Pacific,Upper middle income
Fiji,FJI,2001,9999.99977648258,,170000.001788139,-1259999.99046326,22900000.0748783,East Asia & Pacific,Upper middle income
Fiji,FJI,2002,100000.001490116,,39999.9991059303,-769999.980926514,30760000.0724197,East Asia & Pacific,Upper middle income
Fiji,FJI,2003,930000.007152557,,109999.999403954,4010000.22888184,47240001.514554,East Asia & Pacific,Upper middle income
Fiji,FJI,2004,1620000.00476837,,29999.9993294477,21879999.1607666,58679999.2360175,East Asia & Pacific,Upper middle income
Fiji,FJI,2005,939999.997615814,,59999.9986588955,19770000.4577637,58919999.7130782,East Asia & Pacific,Upper middle income
Fiji,FJI,2006,1340000.0333786,500000.0,100000.001490116,8960000.03814697,49130000.9656698,East Asia & Pacific,Upper middle income
Fiji,FJI,2007,1210000.03814697,639999.985694885,189999.997615814,10739999.7711182,43820000.5702675,East Asia & Pacific,Upper middle income
Fiji,FJI,2008,1269999.98092651,750000.0,550000.011920929,6030000.20980835,40339999.4894862,East Asia & Pacific,Upper middle income
Fiji,FJI,2009,1940000.05722046,579999.983310699,310000.002384186,12800000.1907349,62509999.3720651,East Asia & Pacific,Upper middle income
Fiji,FJI,2010,1809999.94277954,529999.971389771,610000.014305115,6230000.01907349,68750001.6521662,East Asia & Pacific,Upper middle income
Fiji,FJI,2011,1860000.01430511,209999.993443489,839999.973773956,7239999.77111816,71430001.9852817,East Asia & Pacific,Upper middle income
Fiji,FJI,2012,1710000.03814697,1059999.94277954,1179999.94754791,7630000.11444092,94600000.5193054,East Asia & Pacific,Upper middle income
Fiji,FJI,2013,1919999.95708466,1490000.00953674,1750000.0,12869999.8855591,79909998.1691689,East Asia & Pacific,Upper middle income
Fiji,FJI,2014,2029999.97138977,1789999.96185303,2059999.94277954,9279999.73297119,81530000.5711615,East Asia & Pacific,Upper middle income
Fiji,FJI,2015,1840000.0333786,1929999.94754791,1820000.05245209,19129999.1607666,85939999.1314858,East Asia & Pacific,Upper middle income
Fiji,FJI,2016,3519999.98092651,259999.990463257,2349999.90463257,11359999.6566772,105670000.556856,East Asia & Pacific,Upper middle income
Fiji,FJI,2017,2490000.00953674,1419999.95708466,2170000.07629395,33520000.4577637,128829999.94047,East Asia & Pacific,Upper middle income
Fiji,FJI,2018,2289999.96185303,340000.003576279,2680000.0667572,11840000.1525879,96569999.7320771,East Asia & Pacific,Upper middle income
Fiji,FJI,2019,2829999.92370605,4380000.11444092,1720000.02861023,11659999.8474121,94490000.9445846,East Asia & Pacific,Upper middle income
Fiji,FJI,2020,,,,,,East Asia & Pacific,Upper middle income
Finland,FIN,2000,,,,,,Europe & Central Asia,High income
Finland,FIN,2001,,,,,,Europe & Central Asia,High income
Finland,FIN,2002,,,,,,Europe & Central Asia,High income
Finland,FIN,2003,,,,,,Europe & Central Asia,High income
Finland,FIN,2004,,,,,,Europe & Central Asia,High income
Finland,FIN,2005,,,,,,Europe & Central Asia,High income
Finland,FIN,2006,,,,,,Europe & Central Asia,High income
Finland,FIN,2007,,,,,,Europe & Central Asia,High income
Finland,FIN,2008,,,,,,Europe & Central Asia,High income
Finland,FIN,2009,,,,,,Europe & Central Asia,High income
Finland,FIN,2010,,,,,,Europe & Central Asia,High income
Finland,FIN,2011,,,,,,Europe & Central Asia,High income
Finland,FIN,2012,,,,,,Europe & Central Asia,High income
Finland,FIN,2013,,,,,,Europe & Central Asia,High income
Finland,FIN,2014,,,,,,Europe & Central Asia,High income
Finland,FIN,2015,,,,,,Europe & Central Asia,High income
Finland,FIN,2016,,,,,,Europe & Central Asia,High income
Finland,FIN,2017,,,,,,Europe & Central Asia,High income
Finland,FIN,2018,,,,,,Europe & Central Asia,High income
Finland,FIN,2019,,,,,,Europe & Central Asia,High income
Finland,FIN,2020,,,,,,Europe & Central Asia,High income
France,FRA,2000,,,,,,Europe & Central Asia,High income
France,FRA,2001,,,,,,Europe & Central Asia,High income
France,FRA,2002,,,,,,Europe & Central Asia,High income
France,FRA,2003,,,,,,Europe & Central Asia,High income
France,FRA,2004,,,,,,Europe & Central Asia,High income
France,FRA,2005,,,,,,Europe & Central Asia,High income
France,FRA,2006,,,,,,Europe & Central Asia,High income
France,FRA,2007,,,,,,Europe & Central Asia,High income
France,FRA,2008,,,,,,Europe & Central Asia,High income
France,FRA,2009,,,,,,Europe & Central Asia,High income
France,FRA,2010,,,,,,Europe & Central Asia,High income
France,FRA,2011,,,,,,Europe & Central Asia,High income
France,FRA,2012,,,,,,Europe & Central Asia,High income
France,FRA,2013,,,,,,Europe & Central Asia,High income
France,FRA,2014,,,,,,Europe & Central Asia,High income
France,FRA,2015,,,,,,Europe & Central Asia,High income
France,FRA,2016,,,,,,Europe & Central Asia,High income
France,FRA,2017,,,,,,Europe & Central Asia,High income
France,FRA,2018,,,,,,Europe & Central Asia,High income
France,FRA,2019,,,,,,Europe & Central Asia,High income
France,FRA,2020,,,,,,Europe & Central Asia,High income
French Polynesia,PYF,2000,,,,2440000.05722046,402589997.619391,East Asia & Pacific,High income
French Polynesia,PYF,2001,,,,4579999.92370605,388279995.039106,East Asia & Pacific,High income
French Polynesia,PYF,2002,,19999.9995529652,,1009999.99046326,418379999.991506,East Asia & Pacific,High income
French Polynesia,PYF,2003,,,,8449999.80926514,518540001.027286,East Asia & Pacific,High income
French Polynesia,PYF,2004,,,,4849999.90463257,579719970.613718,East Asia & Pacific,High income
French Polynesia,PYF,2005,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2006,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2007,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2008,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2009,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2010,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2011,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2012,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2013,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2014,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2015,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2016,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2017,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2018,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2019,,,,,,East Asia & Pacific,High income
French Polynesia,PYF,2020,,,,,,East Asia & Pacific,High income
Gabon,GAB,2000,1340000.0333786,,1000000.0,19079999.9237061,7459999.46072699,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2001,2250000.0,,509999.990463257,13829999.9237061,5850000.14863909,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2002,2259999.99046326,230000.004172325,479999.989271164,18500000.0,68040001.1707097,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2003,3480000.01907349,,709999.978542328,26389999.3896484,-14769999.0812689,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2004,2880000.11444092,,1000000.0,9609999.65667725,33159999.3798882,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2005,1789999.96185303,,1889999.98569489,14770000.4577637,44310000.9355695,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2006,1129999.99523163,,-219999.998807907,2730000.01907349,34619999.743998,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2007,1049999.95231628,,-1440000.05722046,9399999.61853027,43020000.9979308,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2008,479999.989271164,,-2970000.02861023,14289999.961853,51889998.0615824,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2009,1159999.9666214,,-3269999.98092651,9220000.26702881,61760001.0149181,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2010,1450000.04768372,159999.996423721,-1279999.97138977,13119999.8855591,96870001.4855713,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2011,1279999.97138977,200000.002980232,-3519999.98092651,600000.023841858,62919999.1319328,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2012,2119999.88555908,,-1279999.97138977,5579999.92370605,66450001.3273209,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2013,5900000.09536743,,819999.992847443,6599999.90463257,81510000.0407547,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2014,6940000.05722046,-360000.014305115,270000.010728836,5690000.05722046,105149997.750297,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2015,8640000.34332275,,349999.994039536,7889999.8664856,91820001.1402368,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2016,3210000.03814697,200000.002980232,-419999.986886978,9029999.73297119,33589999.4000792,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2017,4849999.90463257,29999.9993294477,-569999.992847443,11770000.4577637,103640000.106767,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2018,-1320000.05245209,19999.9995529652,-360000.014305115,3569999.9332428,107830002.717674,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2019,-7309999.94277954,29999.9993294477,129999.995231628,3059999.94277954,123259998.403489,Sub-Saharan Africa,Upper middle income
Gabon,GAB,2020,,,,,,Sub-Saharan Africa,Upper middle income
"Gambia, The",GMB,2000,3240000.00953674,2099999.90463257,2599999.90463257,7559999.94277954,22169999.7857213,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2001,1570000.05245209,3769999.98092651,2220000.02861023,4019999.98092651,17399999.9333173,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2002,2809999.94277954,1730000.01907349,1789999.96185303,6110000.1335144,23729999.858886,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2003,3779999.97138977,930000.007152557,2099999.90463257,3670000.07629395,23399999.5999038,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2004,3220000.02861023,490000.009536743,1889999.98569489,3500000.0,15210000.1256913,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2005,1990000.00953674,1509999.99046326,1389999.98569489,1960000.03814697,16760000.1581013,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2006,4650000.09536743,4099999.90463257,1330000.04291534,1460000.03814697,26609999.7907877,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2007,1659999.9666214,5030000.20980835,899999.976158142,9199999.80926514,42439999.3680418,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2008,12039999.961853,3769999.98092651,810000.002384186,9890000.34332275,37740000.5273521,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2009,4949999.80926514,3730000.01907349,330000.013113022,15239999.7711182,37139999.7919799,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2010,6260000.22888184,1980000.01907349,600000.023841858,22680000.3051758,55809999.9539554,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2011,2539999.96185303,8819999.69482422,469999.998807907,38049999.2370605,74039998.4978139,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2012,2250000.0,14100000.3814697,239999.994635582,20399999.6185303,50849999.9474734,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2013,2819999.9332428,12670000.0762939,230000.004172325,16780000.6866455,46900000.6467104,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2014,2000000.0,15100000.3814697,360000.014305115,15039999.961853,35890000.3265589,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2015,2329999.92370605,14579999.9237061,259999.990463257,9329999.92370605,32549999.8368323,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2016,2420000.07629395,14579999.9237061,270000.010728836,6739999.77111816,28349999.7500331,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2017,18690000.5340576,19899999.6185303,1360000.01430511,49909999.8474121,94890000.0229478,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2018,2599999.90463257,21520000.4577637,3009999.99046326,50340000.1525879,97560000.6002933,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2019,5559999.94277954,22049999.2370605,1570000.05245209,53840000.1525879,95229999.2851913,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2020,,,,,,Sub-Saharan Africa,Low income
Georgia,GEO,2000,74580001.8310547,1669999.95708466,19139999.3896484,13760000.2288818,134110000.910237,Europe & Central Asia,Upper middle income
Georgia,GEO,2001,94339996.3378906,5690000.05722046,20059999.4659424,23479999.5422363,175059994.680807,Europe & Central Asia,Upper middle income
Georgia,GEO,2002,133309997.558594,3869999.88555908,21040000.9155273,10859999.6566772,220469998.925924,Europe & Central Asia,Upper middle income
Georgia,GEO,2003,74949996.9482422,3410000.08583069,31700000.7629395,28309999.4659424,192229997.364804,Europe & Central Asia,Upper middle income
Georgia,GEO,2004,92260002.1362305,3119999.88555908,58419998.1689453,36150001.5258789,245270002.707839,Europe & Central Asia,Upper middle income
Georgia,GEO,2005,72050003.0517578,3339999.91416931,51069999.6948242,35860000.6103516,220030003.180727,Europe & Central Asia,Upper middle income
Georgia,GEO,2006,103239997.86377,4880000.11444092,46430000.3051758,55110000.6103516,266669999.144972,Europe & Central Asia,Upper middle income
Georgia,GEO,2007,86779998.7792969,8729999.54223633,38340000.1525879,28049999.2370605,274809997.389093,Europe & Central Asia,Upper middle income
Georgia,GEO,2008,402100006.103516,12829999.9237061,70680000.3051758,113410003.662109,697730010.151863,Europe & Central Asia,Upper middle income
Georgia,GEO,2009,279119995.117188,7250000.0,67019996.6430664,167699996.948242,620639988.191426,Europe & Central Asia,Upper middle income
Georgia,GEO,2010,204419998.168945,3430000.0667572,82040000.9155273,154690002.441406,517700002.923607,Europe & Central Asia,Upper middle income
Georgia,GEO,2011,164699996.948242,3190000.05722046,73610000.6103516,183139999.389648,498679995.883256,Europe & Central Asia,Upper middle income
Georgia,GEO,2012,137059997.558594,6769999.98092651,119400001.525879,165759994.506836,524529994.0072,Europe & Central Asia,Upper middle income
Georgia,GEO,2013,175360000.610352,7039999.96185303,17030000.6866455,225690002.441406,543070004.38869,Europe & Central Asia,Upper middle income
